permit_number,permit_type_descr,permit_subtype_descr,date_entered,construction_cost,address,city,state,zip,contact,ivr_tracking_number,purpose,lat,lon,category
T2020033785,Building Residential - New,Detached Accessory Dwelling Unit,2020-06-01,40000.0,2603B  BELCOURT AVE,NASHVILLE,TN,37212,PHNX INC,3827261,"Garage 1st floor-707 sq ft, 2nd floor 707 sq ft Total of 1414 sq ft unheated/uncooled.  REJECTED: SEE COMMENTS FOR T2020033779.",36.137029,-86.808489,Residential
T2020033641,Building Residential - New,Duplex,2020-06-01,,802  SUNSET VIEW DR,HERMITAGE,TN,37076,BEAZER HOMES CORP,3826911,"To build a 2023 sq. ft. single family house with an attached 396 sq. ft. two car garage.  To be built under Master Permit # 2019007468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.401043,-86.429671,Residential
T2020033645,Building Residential - New,Duplex,2020-06-01,,724  COPPER BRANCH RD,HERMITAGE,TN,37076,BEAZER HOMES CORP,3826919,"To build a 2023 sq. ft. single family house  with an attached 396 sq. ft. two car garage.  To be built under Master Permit #2019007468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",35.666831,-87.494959,Residential
T2020033698,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2020-06-01,,424  HAYWOOD CT N,NASHVILLE,TN,37211,kawar necmedin,3827070,"to construct 192SF detached shed to the side of existing single family residence. 3' min. side setback, 3' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16� to ridge line.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.069246,-86.709321,Residential
T2020033632,Building Residential - New,Duplex,2020-06-01,,800  SUNSET VIEW DR,HERMITAGE,TN,37076,BEAZER HOMES CORP,3826904,"To build a 2023 sq. ft. single family house with an attached 396 sq. ft. two car garage.  To be built under Master Permit # 2019007468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.401048,-86.429665,Residential
T2020033779,Building Residential - New,Single Family Residence,2020-06-01,446000.0,2603  BELCOURT AVE,NASHVILLE,TN,37212,PHNX INC,3827246,"Sq Footage 1st Floor 2126, 2nd Floor 871= 2997 heated/cooled, Porches- 912 sq ft, Garage- 1st floor 707, 2nd floor storage 707= 1414 unheated/cooled, Single Family Home.  REJECTED: APPLICANT HAS NOT SUBMITTED REQUIRED CONTEXTUAL SURVEY SITE PLAN IN COMPLIANCE WITH METRO COUNCIL BILL 2014-725.",36.137029,-86.808489,Residential
T2020033451,Building Residential - New,Single Family Residence,2020-05-29,29925.0,4233  WALLACE LN,NASHVILLE,TN,37215,Mighty Oak Builders,3826541,"To construct a detached carport with storage.  not to be used for living or commercial purposes.  max allowed height is 16'.  10' min side s/b; 20' min rear s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.098982,-86.83436,Residential
T2020033318,Building Residential - New,Single Family Residence,2020-05-29,,5674  LICKTON PIKE,GOODLETTSVILLE,TN,37072,"ACS HOMEBUILDERS, ANTHONY CAMDEN SUGGS DBA",3826078,"to construct 2465SF single family residence with 809SF porches. 20' min. side setback, 20' min. rear setback, front setback at more than 120'. not to be over any easements.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.32794,-86.78208,Residential
T2020033388,Building Residential - New,Single Family Residence,2020-05-29,0.0,5414  RAWLINGS RD,JOELTON,TN,37080,Sherlock Homes Builders Inc.,3826407,"Single family dwelling at 5414 Rawling Road with 4117 sf living area, 664 sf attached garage and 404 sf porch areas.  All work to be completed by Sherlock Homes Builders Inc.  parcel is zoned AR2A and contains 5.46 acres.  40' min front s/b; 20' min side and rear s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.310408,-86.903751,Residential
T2020033433,Building Residential - New,Single Family Residence,2020-05-29,446000.0,2603  BELCOURT AVE,NASHVILLE,TN,37212,PHNX INC,3826515,REJECTED APPLICANT HAS PROVIDED NO INFORMATION IN THE PROJECT SCOPE TO PROCESS APPLICATION.,36.137029,-86.808489,Residential
T2020033262,Building Residential - New,Single Family Residence,2020-05-28,,440  CHINOOK DR,ANTIOCH,TN,37013,"NVR, INC. T/A RYAN HOMES",3825854,"TO CONSTRUCT A 2,470 SQ FT SINGLE FAMILY HOUSE 647 SQ FT OF THAT IS FINISHED BASEMENT. THERE IS A ADDITIONAL 186 SQ FT OF UNFINISHED BASEMENT. THE GARAGE IS 430 SQ FT & THE COVERED PORCH IS 36 SQ FT.  20' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.010705,-86.686277,Residential
T2020033080,Building Residential - New,Single Family Residence,2020-05-28,,3313  WELLENSTEIN WAY,ANTIOCH,TN,37013,Century Communities,3825417,"To construct a single -family residence with 2,641 sf living space, 463 sf attached garage and 468 sf deck/porch areas. 20' min front s/b; 5' min left side s/b; 10 ' min right side s/b; 20' min rear s/b. must comply with tree regulations one new two inch tree for every 30' road frontage.  PUDR.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.069236,-86.649909,Residential
T2020032977,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2020-05-28,14500.0,7437  BIDWELL RD,JOELTON,TN,37080,AFFORDABLE BUILDING CONCEPTS,3825142,"TO CONSTRUCT 20�X20� DETACHED BARN/SHED LOCATED TO REAR OF EXISTING RESIDENCE� �10� MINIMUM SIDE SETBACK� �10� MINIMUM REAR SETBACK� � MAXIMUM ALLOWED HEIGHT 24' TO PEAK� �MUST COMPLY WITH PLAT RECORDED PL-00005210 0000235... ...NOT TO BLOCK OR OBSTRUCT ANY EASEMENTS ON PROPERTTY� �NOT TO BE USED FOR LIVING OR COMMERCIAL PURPOSES� �

***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",36.339905,-86.890457,Residential
T2020033266,Building Residential - New,Single Family Residence,2020-05-28,,220  HERMITAGE POINT DR,HERMITAGE,TN,37076,RUBIN GROUP LLC,3825859,"New construction of single family residence with approximately 2144 sf of living space, 445 sf garage, and 232 sf porch.  20' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.165854,-86.598063,Residential
T2020033264,Building Residential - New,Single Family Residence,2020-05-28,,248  HERMITAGE POINT DR,HERMITAGE,TN,37076,RUBIN GROUP LLC,3825857,"New construction of single family residence with approximately 1884 sf of living space, 403 sf garage, and 229 sf porch.  20' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.165872,-86.597997,Residential
T2020033052,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2020-05-28,,3116  JENRY DR,NASHVILLE,TN,37214,thomas neal,3825363,"to construct 320SF detached garage to the rear of existing single family residence. 3' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16� to ridge line.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.18216,-86.645032,Residential
T2020033008,Building Residential - New,Single Family Residence,2020-05-28,,3305  WELLENSTEIN WAY,ANTIOCH,TN,37013,Century Communities,3825210,"To construct a single -family residence with 2092 sf living space, 445 sf attached garage and 180 sf deck/porch areas. 20' min front s/b; 5' min left side s/b; 10 ' min right side s/b; 20' min rear s/b. must comply with tree regulations one new two inch tree for every 30' road frontage.  PUDR.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.069573,-86.649725,Residential
T2020033263,Building Residential - New,Single Family Residence,2020-05-28,,220  HERMITAGE POINT DR,HERMITAGE,TN,37076,RUBIN GROUP LLC,3825856,"New construction of single family residence with approximately 1634 sf of living space, 424 sf garage, and 126 sf porch.  20' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.165854,-86.598063,Residential
